index	region	dm_method	lag	models_params	predictors_dict	selected_predictors	accuracy. mean	precision. mean	fscore. mean	accuracy. std	precision. std	fscore. std	K-Fscores	nb_predictors
20	LeftSTS	MI_RANK_1	6	{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 10, 'random_state': 5, 'class_weight': 'balanced_subsample'}	['disc_IPU']	['disc_IPU_t3']	0.6315235641972129	0.648458607061855	0.65	0.05221300015630433	0.053748878949181685	0.05812535175726528	0.7067771581790274,0.7006435454711317,0.5418098889476467,0.5532005346747659,0.6620657255121216,0.6529448788399622,0.6007917460765628,0.6182260561822606,0.638495571537975,0.6402805365506756	1
149	RightTemporoParietalJunction	MI_RANK_16	6	{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 300, 'random_state': 5, 'class_weight': 'balanced_subsample'}	['disc_IPU_left', 'disc_IPU', 'disc_SpeechActivity_left', 'SpeechActivity_left', 'disc_SpeechActivity']	['disc_SpeechActivity_t6', 'SpeechActivity_left_t3', 'disc_IPU_t5', 'disc_SpeechActivity_t5', 'disc_IPU_left_t5', 'disc_IPU_t3', 'disc_IPU_t4', 'disc_SpeechActivity_left_t5', 'disc_IPU_left_t6', 'disc_SpeechActivity_left_t6', 'disc_IPU_left_t3', 'disc_IPU_left_t4', 'disc_SpeechActivity_t3', 'disc_SpeechActivity_t4', 'disc_SpeechActivity_left_t4', 'disc_SpeechActivity_left_t3']	0.5858999578698636	0.6064013070029721	0.61	0.04166531152049699	0.03592196387731178	0.034570146900105216	0.6541431056981296,0.5985735618516872,0.5255555555555556,0.5476978908582681,0.6007991461070674,0.5912612035851472,0.6288601886985145,0.5533380971825235,0.5335600610938329,0.6252107680679109	16
234	rMPFC	MI_RANK_2	6	{'bootstrap': True, 'max_depth': 500, 'max_features': 'auto', 'n_estimators': 300, 'random_state': 5, 'class_weight': 'balanced_subsample'}	['disc_IPU_left', 'disc_SpeechActivity_left']	['disc_IPU_left_t6', 'disc_SpeechActivity_left_t6']	0.5340443765327555	0.5491995700980624	0.55	0.020252390973534613	0.03266136598185828	0.03622004707544828	0.5069807213930348,0.5415040254941289,0.5195197063489594,0.5597807669247413,0.525346962033221,0.5008073804298766,0.561036555532257,0.5569981094174643,0.535702891326022,0.5327666464278487	2
