lSTS;rSTS;lPc;rPc;lTPJ;rTPJ;rMPFC
Overlap_I,IPU_I;IPU_I,IPU_P;Face_looks_P,Eyes_looks_P,SpeechRate_P,Happy_I,UnionSocioItems_P,Saccades_P,disc_IPU_P,Sad_I,LexicalRichness_P,Feedbacks_P,Smiles_I,SpeechRate_I,IPU_I,IPU_P,ReactionTime_P,Mouth_looks_P;AU_eyes_I,Saccades_P,disc_IPU_P,Neutral_I,IPU_P;Gaze_movement_energy_P,Eyes_looks_P,SpeechRate_P,Happy_I,ReactionTime_I,SpeechRate_I,IPU_P,AU_all_I,TypeTokenRatio_P,AUs_mouth_I,ReactionTime_P,Face_looks_P,AU_eyes_I,Saccades_P,Gaze_speed_P,LexicalRichness_P,IPU_I,Polarity_P,Neutral_I,Mouth_looks_P;IPU_P;LexicalRichness_I,Eyes_looks_P,Gaze_movement_energy_P,Happy_I,SpeechRate_P,SpeechRate_I,disc_IPU_P,TypeTokenRatio_I,IPU_P,AU_all_I,disc_IPU_I,TypeTokenRatio_P,AUs_mouth_I,ReactionTime_P,AU_eyes_I,Saccades_P,Gaze_speed_P,LexicalRichness_P,IPU_I,Polarity_P,Neutral_I
