lSTS;rSTS;lPc;rPc;lTPJ;rTPJ;rMPFC
IPU_I,Overlap_I;IPU_P,IPU_I;UnionSocioItems_P,Mouth_looks_P,SpeechRate_I,Saccades_P,ReactionTime_P,Smiles_I,SpeechRate_P,Feedbacks_P,IPU_I,Happy_I,LexicalRichness_P,Eyes_looks_P,IPU_P,Sad_I,Face_looks_P,disc_IPU_P;Saccades_P,AU_eyes_I,IPU_P,Neutral_I,disc_IPU_P;ReactionTime_I,AUs_mouth_I,Gaze_speed_P,IPU_P,Polarity_P,Saccades_P,ReactionTime_P,AU_eyes_I,Happy_I,LexicalRichness_P,Eyes_looks_P,Neutral_I,SpeechRate_I,SpeechRate_P,Gaze_movement_energy_P,AU_all_I,TypeTokenRatio_P,Mouth_looks_P,IPU_I,Face_looks_P;IPU_P;AUs_mouth_I,TypeTokenRatio_I,Gaze_speed_P,LexicalRichness_I,IPU_P,Polarity_P,Saccades_P,ReactionTime_P,AU_eyes_I,Happy_I,LexicalRichness_P,Eyes_looks_P,Neutral_I,disc_IPU_P,SpeechRate_I,SpeechRate_P,Gaze_movement_energy_P,AU_all_I,TypeTokenRatio_P,disc_IPU_I,IPU_I
